id,screen_name,name,location,description,created_at,friends_count,followers_count,statuses_count,favourites_count
431641369,merdogan_48,Mehmet Erdoğan,ANKARA,MHP MYK Üyesi - 24. ve 25. Dönem Muğla Milletvekili - #Muğla #MHP https://t.co/8ricBHKVTX,Thu Dec 08 14:30:34 +0000 2011,1238,16183,8022,209
429757435,MGGulsen,MustafaGökhan Gülşen,Türkiye,"24 ve 25. Dönem 
Ak Parti Kastamonu Milletvekili",Tue Dec 06 10:32:58 +0000 2011,758,6176,3508,621
425441195,profvedatbilgin,Vedat Bilgin,,"Prof. Dr. Vedat BİLGİN 
TBMM AK Parti Ankara Milletvekili, Başbakanlık Başdanışmanı, Milliyetçi-Demokrat, Akşam Gazetesi Yazarı.",Thu Dec 01 00:48:33 +0000 2011,60,4496,588,368
421870100,FigenYuksekdag,Figen Yüksekdağ,,Halkların Demokratik Partisi - HDP Eş Genel Başkanı,Sat Nov 26 14:00:18 +0000 2011,328,140354,2854,7
419654154,AvUnaldemirtas,ünal demirtaş ,,,Wed Nov 23 16:30:54 +0000 2011,71,124,8,1
417708633,DrSuatOnal,Suat Önal,Ankara,"Ak Parti Osmaniye Milletvekili, Makine Yüksek Mühendisi, İktisatçı",Mon Nov 21 08:39:33 +0000 2011,856,7235,2669,48
411395099,gulayyedekci,Gülay Yedekci,istanbul,"CHP, İstanbul Milletvekili.
Akademisyen, Mimar. Geleceğin Şehirleri ve Gelecek Mimarisi Konularında Çalışır.",Sun Nov 13 10:50:11 +0000 2011,538,6849,1969,245
408546169,KorayaydinMHP,Koray Aydın,,"MHP Trabzon Milletvekili,             
TBMM Başkanvekili,                               
Resmi Twitter Hesabı",Wed Nov 09 15:27:05 +0000 2011,151,120775,10305,650
405900155,IlknurInceoz,ilknur inceoz,,23. 24 ve 25.Donem Ak Parti Aksaray Milletvekili Ak parti grup baskanvekili.,Sat Nov 05 23:45:56 +0000 2011,603,4307,4273,27
405513581,E_SemihYalcin,Prof.Dr.Semih Yalçın,Ankara-Türkiye,"MHP istanbul Milletvekili, Genel Başkan Yardımcısı",Sat Nov 05 12:24:49 +0000 2011,70,36230,6022,13
398660560,ZihniAcba,Zihni Acba,,,Wed Oct 26 11:14:44 +0000 2011,63,544,160,0
398065977,togrularya,Mahmut TOĞRUL,Dilok-Antep,HDP Gaziantep Milletvekili - Kimya Profesörü - Mezopotamya Vakfı Genel Sekreteri - Barış Meclisi Üyesi - Dicle Üniversitesi Eğitim Sen Dönem Sözcüsü,Tue Oct 25 14:45:03 +0000 2011,196,3733,776,177
397412143,CengizTokmak,Cengiz Tokmak,,Ak Parti Sinop Milletvekili,Mon Oct 24 17:11:55 +0000 2011,342,1596,2198,12
397378836,metinbulut23,Metin BULUT,Elazığ,AK PARTİ ELAZIĞ MİLLETVEKİLİ,Mon Oct 24 16:18:34 +0000 2011,369,1361,556,73
393361245,ihsanozkes,İHSAN ÖZKES,,CHP İstanbul 1. Bölge Milletvekili ve Parti Meclisi Üyesi. İslam Konferansı Örgütü Parlamento Birliği Türk Grubu Üyesi. Emekli Müftü.,Tue Oct 18 12:29:25 +0000 2011,1517,49534,3656,85
392748400,cilem_oz,Çilem Öz,"Mersin, Türkiye",HDP Mersin Milletvekili,Mon Oct 17 14:25:25 +0000 2011,155,2205,114,13
390342611,dfikrisaglar,Fikri SAĞLAR,,"Siyasetçi ve Yazar , 
 49. 50 ve 52. Hükümetlerde Kültür Bakanı. 
          CHP Parti Meclisi Üyesi; 
          CHP MERSİN MV",Thu Oct 13 20:46:36 +0000 2011,123,43860,3774,25
387303168,Nesrin_ulema,Nesrin ULEMA,İzmir / Ankara,24.ve 25.Dönem AK Parti İzmir Milletvekili / AK Parti Genel Merkez Teşkilat Başkan Yardımcısı,Sat Oct 08 20:25:51 +0000 2011,338,7184,5659,224
387237461,n_kemal_zeybek,N.Kemal Zeybek,Ankara ,,Sat Oct 08 18:07:00 +0000 2011,1457,21981,2415,24
386241447,bulenttezcanchp,Bulent Tezcan,Ankara ,Chp Genel Başkan Yardımcısı Aydın  Milletvekili  Bülent Tezcan,Thu Oct 06 22:28:50 +0000 2011,386,46907,3046,22
385576286,PervinBuldan,Pervin BULDAN,,"HDP Grup Başkanvekili 
İstanbul Milletvekili",Wed Oct 05 18:59:11 +0000 2011,195,262002,3901,18
382051426,halukpeksen,Haluk Pekşen,Ankara,CHP Trabzon Milletvekili,Thu Sep 29 12:10:30 +0000 2011,164,6690,1209,59
381500709,CetinOsmanBudak,Çetin Osman Budak,,,Wed Sep 28 12:59:25 +0000 2011,413,7912,3963,685
381416280,MTanal,Mahmut Tanal,"İstanbul, Türkiye",TBMM İnsan Haklarını İnceleme Komisyonu Üyesi ve CHP İstanbul Milletvekili Av. Mahmut TANAL,Wed Sep 28 09:05:48 +0000 2011,2774,133915,21617,60
376611744,nevzatpalta,Nevzat Palta,,(2004-2014) Aksaray Belediye Başkanı - Ak Parti Aksaray Milletvekili,Tue Sep 20 05:53:56 +0000 2011,128,1988,3864,76
367967682,mustafabalbay,Mustafa BALBAY,Ankara,Cumhuriyet Gazetesi Yazarı - Cumhuriyet Halk Partisi İzmir Milletvekili - Resmi twitter hesabı,Sun Sep 04 21:25:05 +0000 2011,606,635802,5398,61
367377070,mithatsancarr,mithat sancar,,,Sat Sep 03 21:35:26 +0000 2011,704,96646,2969,747
364339889,uguraydemir45,Uğur Aydemir,Akhisar,Uğur Aydemir Resmi Twitter Hesabı 24.Dönem AK Parti Manisa Milletvekili 25.Dönem AK Parti Manisa Milletvekili,Mon Aug 29 16:17:54 +0000 2011,128,8202,1506,4
356710772,HuseyinSamani,Hüseyin Samani,"ANTALYA ,ANKARA",24.ve 25. dönem AK PARTİ ANTALYA MİLLETVEKİLİ(Member of Parliament for Antalya) Genel Merkez Teşkilat Başkan yardımcısı,Wed Aug 17 07:36:55 +0000 2011,1710,7160,6135,321
355727093,idrisbaluken,İdris BALUKEN,,HDP Grup Başkanvekili/Diyarbakır Milletvekili,Mon Aug 15 20:03:36 +0000 2011,120,120338,2755,40
355470147,scetinkaya40,Salih Çetinkaya ,Kırşehir Milletvekili,,Mon Aug 15 12:07:58 +0000 2011,823,2313,1829,99
353070098,drilkercitil,Mehmet İlker Çitil,KAHRAMANMARAŞ / AFŞİN,TBMM,Thu Aug 11 14:16:21 +0000 2011,114,972,752,44
351811652,KarakayaMevlut,Mevlüt KARAKAYA,Adana,"MHP Genel Başkan Yardımcısı, 25. Dönem ADANA Milletvekili (Prof. Dr.)",Tue Aug 09 19:25:28 +0000 2011,1478,42252,4085,1215
347075208,Seyit_TORUN,Seyit Torun,,CHP Ordu Milletvekili,Tue Aug 02 07:23:31 +0000 2011,351,11987,2793,32
343402258,CandanYceer,Candan Yüceer,TBMM,"CHP PM Üyesi, 24-25. Dönem Tekirdağ Milletvekili TBMM Kadın-Erkek Fırsat Eşitliği Komisyonu Üyesi CHP Kadın ve Çocuk Hakları Komisyonu Sözcüsü",Wed Jul 27 14:34:50 +0000 2011,848,28531,6464,259
340276050,Hakan_cavusoglu,Hakan Çavuşoğlu,Bursa,AK Parti Bursa Milletvekili,Fri Jul 22 12:45:53 +0000 2011,396,12865,2799,51
340235114,GBilgehan,Gülsün BİLGEHAN,Ankara,"CHP Parti Meclisi üyesi , CHP Ankara Milletvekili ve Avrupa Konseyi Parlamenter Meclisi Eşitlik ve Ayrımcılıkla Mücadele Komisyonu Başkanı",Fri Jul 22 10:57:03 +0000 2011,359,29660,1159,18
339775215,ahmet__yurdakul,Ahmet Selim Yurdakul,Ankara - Antalya,"MHP Genel Başkan Başdanışmanı, MHP MYK Üyesi, MHP Antalya Milletvekili.",Thu Jul 21 16:52:20 +0000 2011,354,3975,1878,49
338969642,musacam,Musa Çam,Türkiye,"CHP İzmir Milletvekili, Plan ve Bütçe Komisyonu Üyesi",Wed Jul 20 11:29:55 +0000 2011,1173,27172,9076,202
336463020,MazlumNurlu,Mazlum Nurlu,,"CHP Manisa Milletvekili
Avukat-Çiftçi",Sat Jul 16 10:09:51 +0000 2011,187,407,24,0
335840936,BKaraburun,Bennur KARABURUN,"Bursa, Türkiye",25.Dönem Ak Parti Bursa Milletvekili,Fri Jul 15 09:55:44 +0000 2011,53,851,252,0
332851831,SuayAlpay,Şuay Alpay,Elazığ - Ankara,25 . Dönem AK Parti Elazığ Milletvekili || AK Parti MKYK Üyesi || Hukukçu || Adalet Komisyonu Üyesi ||,Sun Jul 10 14:53:15 +0000 2011,229,4218,1872,434
325416444,EminHalukAyhan,Emin Haluk Ayhan,Ankara,Milliyetçi Hareket Partisi Genel Başkan Yardımcısı Denizli Milletvekili.,Tue Jun 28 07:54:47 +0000 2011,48,21262,269,13
322637532,ceyhunirgil,Ceyhun İrgil ,CHP Bursa Milletvekili,Umut kalacağına emek kalsın...     Hoşgörü ve vicdan eksenli yaşamaya çalışan bir dünyalı,Thu Jun 23 14:13:53 +0000 2011,1083,2117,2061,1194
320683311,DrRidvanTuran,Rıdvan Turan,,HDP Adana Milletvekili - Tıp Doktoru - Yazar - Bir de Ada'nın Babası,Mon Jun 20 10:26:47 +0000 2011,527,15027,3102,1
319307149,Ondermatli,Önder Matlı,,Twitter Takipçi Arttırma : http://t.co/OVrQLgYQ9P,Fri Jun 17 22:15:38 +0000 2011,1264,8691,896,60
315834648,TALHAEROLDURMAZ,DR.TALHA EROL DURMAZ,"Merkez, Erzincan","25.Dönem Erzincan AK Parti Milletvekili,Tıp Doktoru, Kişisel Resmi Hesabıdır.",Sun Jun 12 14:35:41 +0000 2011,12998,111562,248,268
311941597,MSTanrikulu,Sezgin Tanrıkulu,,"CHP İnsan Haklarından Sorumlu Genel Başkan Yardımcısı,İstanbul Milletvekili  mustafasezgin.tanrikulu@tbmm.gov.tr",Mon Jun 06 09:55:15 +0000 2011,2192,196188,4060,91
311115546,selvacam,Lütfiye Selva Çam,,"25.Dönem Ankara Milletvekili 
AK PARTİ",Sat Jun 04 22:42:24 +0000 2011,615,4552,6294,744
304942388,EToprakCHP,Erdoğan Toprak,Türkiye,İstanbul Milletvekili,Wed May 25 11:15:33 +0000 2011,1630,55670,7182,85
304932118,TugbaHezer,Tuğba Hezer,,HDP Van Milletvekili.,Wed May 25 10:46:20 +0000 2011,267,1895,249,72
302085096,ismetUcma,İsmet Uçma,TÜRKİYE,AK PARTİ İSTANBUL MİLLETVEKİLİ,Fri May 20 15:36:28 +0000 2011,143,2903,610,15
301644538,CanAnayasa,Osman Can,Istanbul / Ankara,"1920 Meclisi ve 1921 Anayasası, meclis ve anayasa tarihimizin yegane gurur tablosu. Bir daha neden olmasın?
***Facebook sayfam yoktur!!",Thu May 19 20:22:43 +0000 2011,156,95746,11879,9
300475562,niyazinefikara,Niyazi Nefi Kara,Antalya,Beyin ve Sinir Cerrahisi Uzmanı - CHP Antalya Milletvekili,Tue May 17 20:38:57 +0000 2011,346,1252,159,345
296398329,tulaykaynarca,Tülay Kaynarca,,İstanbul Milletvekili / AK Parti MKYK Üyesi / TBMM Kadın Erkek Fırsat Eşitliği Komisyonu Sözcüsü / Medya Tanıtım Başkan Yardımcısı,Tue May 10 17:56:37 +0000 2011,560,12142,8338,1348
296142504,FerhatEncu,ferhat encu,Roboski,"Roboskî... Katır sırtında taşınan ölüleri Unutursam Kalbim Kurusun
25. Dönem HDP Milletvekili",Tue May 10 08:20:56 +0000 2011,1897,58330,31000,1642
295314897,AydinliogluA,Ali AYDINLIOĞLU ,Ankara,24.DÖNEM BALIKESİR AK PARTİ MİLLETVEKİLİ.DİLEKÇE KOMİSYONU SÖZCÜSÜ,Sun May 08 19:41:03 +0000 2011,509,6012,1034,240
295049099,MuezzinogluDR,Mehmet Müezzinoğlu,Türkiye,T.C. Sağlık Bakanı / Tıp Doktoru,Sun May 08 08:19:37 +0000 2011,98,359120,4718,113
293604809,lalekarabiyik,Lale Karabıyık,Bursa,"CHP Bursa Milletvekili 
Prof. Dr. Lale Karabıyık http://t.co/sVjZtF38eV http://t.co/we1AnbQPoR",Thu May 05 17:00:44 +0000 2011,120,1218,108,1
293066613,mehmeteminilhan,Mehmet Emin İlhan,Hdp Ağrı Milletvekili,,Wed May 04 18:06:39 +0000 2011,290,1294,1004,122
291603419,A_Boynukalin,Abdurrahim,,,Mon May 02 09:23:31 +0000 2011,1476,51823,23963,2963
291368363,myeneroglu,Mustafa Yeneroğlu,"Istanbul, Bayburt, Köln ",@AkParti Istanbul Milletvekili,Sun May 01 22:02:49 +0000 2011,226,4891,7507,107
291028871,ayhanbilgen,ayhan bilgen,,,Sun May 01 10:49:25 +0000 2011,4617,55871,17392,138
290180076,MBekaroglu,Mehmet Bekaroğlu,İstanbul,CHP Genel Başkan Yardımcısı                       İstanbul Milletvekili                                                     http://t.co/o7vRLAVb2Y,Fri Apr 29 21:18:27 +0000 2011,466,156236,28593,39
287169431,haydarakar,Haydar Akar,,"CHP Kocaeli Milletvekili
TBMM Kit Komisyonu üyesi",Sun Apr 24 13:08:44 +0000 2011,360,12321,9950,162
286712900,safakpavey,şafak pavey,,CHP İstanbul Milletvekili http://t.co/HGdGQGg0aS,Sat Apr 23 15:03:20 +0000 2011,106,1242776,973,6
285505838,TulaySelamoglu,Tülay Selamoğlu,Ankara,"AK PARTi Ankara Milletvekili/Genel Merkez Kadın Kolları Başkan Yardımcısı,Yerel Yönetimler Başkanı/TBMM Bayındırlık, İmar, Ulaştırma ve Turizm Komisyonu Sözcüsü",Thu Apr 21 08:26:04 +0000 2011,1205,8017,6279,27
285270202,okagankoksal,Oğuz Kağan KÖKSAL,Kırıkkale,,Wed Apr 20 21:07:42 +0000 2011,0,884,3,0
285229125,profzuhaltopcu,Prof.Dr. Zühal TOPCU,Ankara,"Akademisyen, Siyasetçi, 2 çocuk annesi :) http://t.co/zJU1hdKaBd",Wed Apr 20 19:28:58 +0000 2011,477,55143,3154,120
285163948,DrCetinArik,Dr. Çetin Arık,"Kayseri, Türkiye",Cumhuriyet Halk Partisi 25. Dönem Kayseri Milletvekili,Wed Apr 20 17:01:42 +0000 2011,60,600,111,45
284920175,Yavuztemizer23,Yavuz TEMİZER,Ankara,,Wed Apr 20 06:12:18 +0000 2011,1172,2019,559,89
283709733,vedatdemiroz,Vedat Demiröz,Türkiye,"Adalet ve Kalkınma Partisi 24.ve 25. Dönem Bitlis Milletvekili, Plan ve Bütçe Komisyonu Sözcüsü",Sun Apr 17 21:22:45 +0000 2011,141,10998,1607,230
283080153,ZeybekciNihat,Nihat Zeybekci,,Türkiye Cumhuriyeti Ekonomi Bakanı / Resmi twitter hesabı,Sat Apr 16 14:48:52 +0000 2011,431,203193,7965,65
283070704,erdemekrem,Ekrem ERDEM,Ankara,"Adalet ve Kalkınma Partisi Genel Başkan Yardımcısı, Türkiye Dil ve Edebiyat Derneği (TDED) Genel Başkanı",Sat Apr 16 14:25:23 +0000 2011,238,25465,1993,18
282066211,oguzksalici,Oğuz Kaan Salıcı,İstanbul,CHP İstanbul 1.Bölge Milletvekili Önseçim Adayı ||| Aday Sıra No:159,Thu Apr 14 13:46:32 +0000 2011,147,39000,3109,6
281718160,namikhavutca,Namık HAVUTÇA,Balıkesir,CHP Balıkesir Milletvekili,Wed Apr 13 20:48:18 +0000 2011,413,8677,4445,66
281659000,hsyk35,Hüseyin Kocabıyık,İzmir,"AK Parti İzmir Milletvekili
http://t.co/LzUmKyQKms http://t.co/b4mOegtrfb",Wed Apr 13 18:20:21 +0000 2011,334,5509,2258,245
281656898,BelmaSatir,Mihrimah Belma Satır,,AK Parti İstanbul Milletvekili,Wed Apr 13 18:15:05 +0000 2011,613,49137,4950,20
281020745,HBTurkoglu,Hacı Bayram TÜRKOĞLU,HATAY,AK Parti Hatay Milletvekili Hacı Bayram Türkoğlu'nun Resmi Hesabıdır,Tue Apr 12 13:30:04 +0000 2011,1178,14573,6324,66
280946235,ekurkcuHDP,Ertuğrul Kürkçü,"İzmir, Ankara, İstanbul","İzmir Milletvekili,",Tue Apr 12 10:06:12 +0000 2011,635,259565,10236,68
280696919,israfilkisla,İsrafil KIŞLA,Artvin,"AK PARTİ ARTVİN Milletvekili - AK PARTİ Halkla İlişkiler Başkan Yardımcısı - Milli Eğitim, Kültür, Gençlik ve Spor Komisyonu Üyesi",Mon Apr 11 21:32:11 +0000 2011,335,8167,2162,90
280660563,erolkaya_ist,Erol Kaya,İstanbul / Ankara,AK Parti İstanbul Milletvekili http://t.co/Dkf2PSUHD1 http://t.co/EImQZnZPZx,Mon Apr 11 19:52:12 +0000 2011,632,51110,3745,14
279126844,drmusbaloglu,DR.MUSTAFA BALOĞLU,Deputy of Konya,"AK PARTİ KONYA MİLLETVEKİLİ, , GENEL MERKEZ TEŞKİLAT BAŞKAN YARDIMCISI",Fri Apr 08 16:53:07 +0000 2011,199,5877,549,13
276958992,selcukozdag,Selçuk ÖZDAĞ,,"AK Parti Manisa Milletvekili - Akademisyen (Doç.Dr.) -  Yazdıklarım beni bağlar, retweet yaptıklarım ise her koşulda içeriğine katıldığım anlamına gelmez.",Mon Apr 04 12:34:11 +0000 2011,1070,21422,9002,4153
273502085,aytugatici,Aytuğ ATICI,Mersin-Ankara,CHP Mersin Milletvekili,Mon Mar 28 16:26:15 +0000 2011,1735,10440,6204,9
272578129,avtufanKose,Tufan Köse,Ankara,"Avukat, Ankara Üniversitesi.CHP Çorum Milletvekili, İnsan Hakları Komisyonu Üyesi, TBMM. CHP Yüksek Disiplin Kurulu Üyesi.",Sat Mar 26 19:55:59 +0000 2011,750,10110,1051,178
270948276,LeventTuzel,A. Levent Tüzel,İstanbul,"Emek Partisi (EMEP)
Eski Genel Başkanı,
Halkların Demokratik Partisi (HDP)
İstanbul Milletvekili 
http://t.co/saltPZ7VVi  http://t.co/nc8bYK2Tab",Wed Mar 23 15:16:44 +0000 2011,652,80143,1332,49
270801269,gokcenenc07,Gökcen Özdogan Enç,,24.-25.Dönem Antalya M.v/AK Parti Grup Yön.Kur.Üyesi.-Gen.Merk.Halkla İlişkiler Başkan Yrd.,Wed Mar 23 08:24:11 +0000 2011,450,18736,10461,624
269839336,beratconkar,Ahmet Berat Çonkar,"Ankara, Turkey","TBMM Dışişleri Komisyonu Başkanı, AK Parti İstanbul Milletvekili,Chairman of Foreign Affairs Committee, Member of Parliament,Türkiye-Kolombiya Dostluk Grp. Bşk.",Mon Mar 21 14:58:09 +0000 2011,646,22470,6409,324
268968562,AliErcoskun,Ali Ercoşkun,"Bolu, Türkiye",Adalet ve Kalkınma Partisi Bolu Milletvekili,Sat Mar 19 21:04:05 +0000 2011,324,5803,3172,43
268950955,ATuncayOzkan,Tuncay ÖZKAN,İzmir,CHP İzmir Milletvekili - Parti Meclisi Üyesi http://t.co/HdzPF4l0SB http://t.co/nevjUJuJ7Q,Sat Mar 19 20:16:46 +0000 2011,688,456057,13718,115
268192154,tahsintarhan,Tahsin Tarhan,Kocaeli,CHP Kocaeli Milletvekili.,Fri Mar 18 09:33:54 +0000 2011,114,2232,2308,299
266465955,EmreKoprulu,Emre KÖPRÜLÜ,,"CHP Tekirdağ Milletvekili /
TBMM Başkanlık Divanı Üyesi",Tue Mar 15 08:20:32 +0000 2011,590,13372,4017,36
264907328,drhasansert,Dr. Hasan SERT,Turkey/İstanbul,Ak Parti İstanbul Milletvekili,Sat Mar 12 17:13:57 +0000 2011,166,12082,751,4
264789274,_DidemEngin,Didem Engin,Istanbul,CHP Istanbul Milletvekili,Sat Mar 12 13:21:31 +0000 2011,728,4932,548,56
264708131,seyfettinyilmaz,Seyfettin YILMAZ,Adana,TBMM MHP Adana Milletvekili,Sat Mar 12 09:56:34 +0000 2011,263,75149,7103,28
264422961,nurettin_demir,Nurettin Demir,Muğla,"CHP Muğla Milletvekili, Prof. Dr., Muğla Üniversitesi Tıp Fakültesi Kurucu Dekanı",Fri Mar 11 21:59:40 +0000 2011,491,12870,11133,254
264376078,mlbaydar,Metin Lütfi BAYDAR,Türkiye,Cumhuriyet Halk Partisi Aydın Milletvekili,Fri Mar 11 20:15:32 +0000 2011,4213,11400,3836,7
263830566,haliletyemez,Halil Etyemez,Ankara,"AK Parti Konya Milletvekili, ÇSGB Eski Bakan Yardımcısı",Thu Mar 10 20:39:50 +0000 2011,670,22098,3888,148
262063267,aykuterdogdu,Aykut Erdoğdu,,"CHP İstanbul Milletvekili, Atatürkçü, Sosyal Demokrat, Yolsuzlukla ve Emperyalizmle Mücadele Ediyor",Mon Mar 07 08:06:53 +0000 2011,826,205754,15922,915
260706834,f_kiyiklik,Feyzullah KIYIKLIK,,AK Parti 25. Dönem İstanbul Milletvekili resmi twitter hesabı,Fri Mar 04 12:33:42 +0000 2011,1139,36358,685,1
259981505,aygunzeki,Zeki Aygün,Ak Parti Kocaeli Milletvekili,,Thu Mar 03 00:06:01 +0000 2011,1417,6379,1844,44
258356021,seferaycan,Prof.Dr. Sefer Aycan,Ankara,MHP Kahramanmaraş Milletvekili https://t.co/j5Zreq0pz8,Sun Feb 27 14:53:01 +0000 2011,65,890,686,3
258097015,eskoca26,Salih KOCA,Eskişehir,Eskişehir Milletvekili Plan Bütçe Komisyonu ve AK Parti Grup Yönetim Kurulu üyesi,Sat Feb 26 23:37:55 +0000 2011,878,18584,5033,18
257406853,Feleknasuca,Feleknas Uca,Diyarbakır -Amed,HDP Diyarbakır Milletvekili Feleknas UCA'nın resmi twitter hesabıdır                Hesaba fermî ya twitterê ya parlamentera HDP’ê ya Amed'ê ya Feleknas UCA'ye.,Fri Feb 25 10:35:35 +0000 2011,1354,71341,12865,5093
254928303,ilyasseker41,İlyas Şeker,,"Harita Kad.Yük. Müh. Ak Parti Gen.Mrk.Yerel Yön.Bşk.Yrd. 
Kocaeli 24. ve 25. dönem Milletvekili",Sun Feb 20 08:58:23 +0000 2011,449,9156,13593,34
254705694,AliUzunirmak,Ali Uzunırmak,,MHP Aydın Milletvekili - TBMM İdare Amiri,Sat Feb 19 20:50:41 +0000 2011,311,21459,2932,122
253916849,ALAKYILDIZ,ALİ AKYILDIZ,Sivas/Türkiye,,Fri Feb 18 06:50:56 +0000 2011,253,166,26,0
251971322,emrullahisler,Emrullah İŞLER,,AK PARTİ Ankara Milletvekili,Mon Feb 14 06:15:27 +0000 2011,300,267914,2955,7
249119981,hilmiyarayici,Hilmi Yarayıcı,,CHP Hatay Milletvekili,Tue Feb 08 12:09:40 +0000 2011,946,27485,7639,125
248658684,recep_konuk,Recep Konuk,Karaman,Ak Parti Karaman Milletvekili,Mon Feb 07 13:17:36 +0000 2011,19,3721,1461,241
247206480,celilgocer,Celil Göçer,,Prof. Dr. Celil GÖÇER,Fri Feb 04 09:33:03 +0000 2011,176,1644,491,0
245921099,avhamzadag,HAMZA DAĞ,,Avukat / AK PARTİ MKYK Üyesi ve İzmir Milletvekili,Tue Feb 01 19:07:09 +0000 2011,209,28866,5918,121
245511816,erdinbircan,Erdin Bircan,Edirne,CHP Edirne Milletvekili Erdin Bircan,Mon Jan 31 21:29:10 +0000 2011,160,657,933,14
244107189,CK_Samsun,Çiğdem KARAASLAN,,"25.Dönem Samsun Milletvekili & Ak Parti MKYK üyesi & G.M Sosyal İşler Baskan Yardimcisi & Kentsel Tasarımcı 
http://t.co/GhzdRC9wP3",Fri Jan 28 14:48:51 +0000 2011,41,3220,616,15
243146462,huseyinsahinnet,Hüseyin Şahin,Bursa/Ankara,AKPARTi Bursa Milletvekili Plan ve Bütce Komisyonu uyesi,Wed Jan 26 12:04:17 +0000 2011,1174,28350,7886,72
240601558,erenerdemnet,Eren Erdem,İstanbul,CHP İstanbul Milletvekili,Thu Jan 20 08:59:39 +0000 2011,3147,238876,37026,5644
237765532,volkan_bozkir,Volkan Bozkir,Ankara/İstanbul,AB Bakanı ve Başmüzakereci -Ak Parti İstanbul Milletvekili -Büyükelçi/ Minister for EU Affairs & Chief Negotiator-Member of Parliament-Ambassador,Thu Jan 13 15:44:48 +0000 2011,291,73446,11950,12
237120499,idrisgulluce,İdris Güllüce,"Ankara, Türkiye",~~~T.C ÇEVRE VE ŞEHİRCİLİK BAKANI~~~ İstanbul Milletvekili,Wed Jan 12 03:39:42 +0000 2011,425,195600,6350,15
235707057,alikenanoglu,Ali Kenanoğlu,,HDP İstanbul Milletvekili,Sat Jan 08 22:15:15 +0000 2011,764,12356,16850,1326
234356692,yusufhalacoglu,Yusuf Halaçoğlu,#Kayseri #Ankara,MHP Kayseri Milletvekili. Türk Tarih Kurumu Eski Başkanı,Wed Jan 05 13:17:13 +0000 2011,130,237875,2456,11
233247340,ytezcan33,Doç Dr Yılmaz Tezcan,AK PARTİ Mersin Milletvekili,Doç.Dr.''Kanser'' ve Sosyal alanda ''Dünya gidişatı'' ile ve Mersin'le ilgileniyor...Mersin Sevdalısı,Sun Jan 02 18:42:31 +0000 2011,287,1137,672,53
232134649,halisdalkilic,HALİS DALKILIÇ,,"Ey Rabbim!
Girecegim yere sıdk ile girmemi
Ve çıkarken sıdk ile çıkmamı dile!
Ve senin katından yardım edici
Bir güçle beni destekle!..",Thu Dec 30 09:50:51 +0000 2010,730,22398,6181,710
230166314,VeysiKaynak,Veysi KAYNAK,,"İÜHF 85,Avukat,1989-99 Kahramanmaraş Bld.Bşkvekili,1999 Bld.Başkanı,2002-07 AKParti İl Bşk,23.Dönem AKParti Kahramanmaraş Milletvekili,Adalet Bakan Yardımcısı.",Fri Dec 24 13:31:12 +0000 2010,672,67824,556,141
230119360,saffetsancakli,Saffet SANCAKLI,Kocaeli,"Eski Milli Futbolcu, MHP MYK Üyesi,25.Dönem MHP Kocaeli Milletvekili",Fri Dec 24 09:54:49 +0000 2010,2319,65391,3301,8
229637054,oznurcalik,Öznur Çalık,,"AK Parti Genel Başkan Yardımcısı - 
23.24. ve 25. Dönem AK Parti Malatya Milletvekili - TBMM Nüfus Kalkınma Grubu Başkanı",Wed Dec 22 22:54:39 +0000 2010,381,80104,6914,478
229515050,eczozgurozel,Özgür Özel,Türkiye / Ankara - Manisa,"Manisa 74, BAL, Ege Eczacılık, Manisa Ecz.Odası Başkanı,TEB Genel Sekreteri, 24.ve 25.Dönem Manisa Milletvekili, CHP GRUP BAŞKANVEKİLİ 
Facebook /CHPMVozgurozel",Wed Dec 22 16:09:23 +0000 2010,533,90564,14051,145
228446708,aysekesir,Ayşe Keşir,"Düzce, Ankara, Türkiye",25. Dönem AK Parti Düzce Milletvekili,Sun Dec 19 19:02:53 +0000 2010,804,9675,23331,333
228163594,hivda21,Sibel Yiğitalp,Amed,HDP Amed Milletvekili Sibel Yiğitalp'in resmi Twitter hesabıdır,Sat Dec 18 22:38:36 +0000 2010,485,2284,906,173
226685119,mahirunal,Mahir Ünal,Kahramanmaraş-Ankara,"Kahramanmaraş Milletvekili, TBMM AK Parti Grup Başkanvekili",Tue Dec 14 20:19:21 +0000 2010,979,107009,2264,2
226533874,halileldemir,Halil Eldemir,Türkiye,AK PARTİ Bilecik Milletvekili,Tue Dec 14 12:06:13 +0000 2010,98,914,1151,5
226219898,AylinNazliaka,Aylin Nazlıaka,Ankara,CHP Ankara Milletvekili,Mon Dec 13 16:42:16 +0000 2010,606,223013,12722,927
226219067,MustafaSentop,Mustafa Şentop,,AK Parti Genel Başkan Yardımcısı / İstanbul Milletvekili,Mon Dec 13 16:39:43 +0000 2010,433,134920,2672,2
225504722,mehmetgunal07,Mehmet Günal,TBMM Plan ve Bütçe Komis. Üye,"MHP Antalya Milletvekili, Doç. Dr.",Sat Dec 11 18:47:12 +0000 2010,175,2462,184,19
224609329,hdpdemirtas,Selahattin Demirtaş,,,Thu Dec 09 12:21:24 +0000 2010,995,866643,1212,1
222959975,bkusoglu,Bülent Kuşoğlu,Ankara,CHP Ankara Milletvekili,Sat Dec 04 23:53:02 +0000 2010,1089,17334,2634,171
